date,new_cases,new_deaths,cases,deaths
2022-12-30,33191,522,100456662,1099824
2022-12-31,5522,13,100462184,1099837
2023-01-01,-14195,0,100447989,1099837
2023-01-02,10893,0,100458882,1099837
2023-01-03,76682,315,100535564,1100152
2023-01-04,208167,2126,100743731,1102278
2023-01-05,115830,678,100859561,1102956
2023-01-06,109594,561,100969155,1103517
2023-01-07,3607,13,100972762,1103530
2023-01-08,6100,3,100978862,1103533
2023-01-09,44472,199,101023334,1103732
2023-01-10,43997,727,101067331,1104459
2023-01-11,158215,1523,101225546,1105982
2023-01-12,97230,756,101322776,1106738
2023-01-13,30727,275,101353503,1107013
2023-01-14,3904,26,101357407,1107039
2023-01-15,3735,1,101361142,1107040
2023-01-16,8408,11,101369550,1107051
2023-01-17,58642,737,101428192,1107788
2023-01-18,145161,1482,101573353,1109270
2023-01-19,67929,814,101641282,1110084
2023-01-20,82833,920,101724115,1111004
2023-01-21,2473,7,101726588,1111011
2023-01-22,4953,9,101731541,1111020
2023-01-23,32412,270,101763953,1111290
2023-01-24,31773,701,101795726,1111991
2023-01-25,113283,1243,101909009,1113234
2023-01-26,78852,804,101987861,1114038
2023-01-27,14171,179,102002032,1114217
2023-01-28,2200,7,102004232,1114224
2023-01-29,4424,4,102008656,1114228
2023-01-30,30449,185,102039105,1114413
2023-01-31,31067,588,102070172,1115001
2023-02-01,109666,973,102179838,1115974
2023-02-02,67603,692,102247441,1116666
2023-02-03,64375,1162,102311816,1117828
2023-02-04,2896,9,102314712,1117837
2023-02-05,2718,0,102317430,1117837
2023-02-06,24780,201,102342210,1118038
2023-02-07,31892,677,102374102,1118715
2023-02-08,112192,1002,102486294,1119717
2023-02-09,68999,788,102555293,1120505
2023-02-10,14142,162,102569435,1120667
2023-02-11,1902,11,102571337,1120678
2023-02-12,3127,13,102574464,1120691
2023-02-13,24468,213,102598932,1120904
2023-02-14,27526,390,102626458,1121294
2023-02-15,102914,903,102729372,1122197
2023-02-16,70512,647,102799884,1122844
2023-02-17,46091,728,102845975,1123572
2023-02-18,4071,8,102850046,1123580
2023-02-19,2807,8,102852853,1123588
2023-02-20,8447,55,102861300,1123643
2023-02-21,29117,308,102890417,1123951
2023-02-22,127499,854,103017916,1124805
2023-02-23,64478,520,103082394,1125325
2023-02-24,11171,82,103093565,1125407
2023-02-25,1527,13,103095092,1125420
2023-02-26,2318,1,103097410,1125421
2023-02-27,18147,28,103115557,1125449
2023-02-28,28351,1823,103143908,1127272
2023-03-01,89261,818,103233169,1128090
2023-03-02,62111,632,103295280,1128722
2023-03-03,69509,702,103364789,1129424
2023-03-04,1671,10,103366460,1129434
2023-03-05,1567,0,103368027,1129434
2023-03-06,14774,96,103382801,1129530
2023-03-07,23808,322,103406609,1129852
2023-03-08,63372,619,103469981,1130471
2023-03-09,55547,1441,103525528,1131912
2023-03-10,10161,51,103535689,1131963
2023-03-11,1489,6,103537178,1131969
2023-03-12,1005,-1,103538183,1131968
2023-03-13,13115,103,103551298,1132071
2023-03-14,20174,239,103571472,1132310
2023-03-15,137629,712,103709101,1133022
2023-03-16,54460,439,103763561,1133461
2023-03-17,18756,363,103782317,1133824
2023-03-18,1175,2,103783492,1133826
2023-03-19,1424,0,103784916,1133826
2023-03-20,9787,138,103794703,1133964
2023-03-21,18373,213,103813076,1134177
2023-03-22,51812,736,103864888,1134913
2023-03-23,45146,430,103910034,1135343
